RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-781;11;Feminino;Pública;7,79;8,21;8,5;2N;2N;129,8;27;2;;;;;8;9,75;7,51;7,25;5;9,5;;8,51;10;0;;;;8,44;0,2;0,74;0,79;0,82;0,15;0,14;0,06;;;;;0,8;0,98;0,67;0,73;0,5;0,95;0,8;1;0,62;0,79;0;
RA-608;11;Masculino;Pública;7,22;7,4;5,78;2N;2N;693;114,4;7;;;;;9;3,05;6,88;4,25;5;3,5;;5,05;10;0;;;;7,19;0,2;0,65;0,65;0,35;0,8;0,59;0,35;;;;;0,9;0,3;0,58;0,43;0,5;0,35;0,34;1;0,62;0,63;1;
RA-796;12;Feminino;Pública;7,23;7,46;7,05;2P;2P;526;102;7,8;;;;;8,5;8,22;7,51;5,25;3;7,5;;7,33;5;-1;;;;7,92;0,25;0,66;0,66;0,57;0,61;0,53;0,4;;;;;0,85;0,82;0,67;0,52;0,3;0,75;0,64;0,33;0,5;0,72;0;
RA-797;12;Masculino;Pública;7,22;7,37;6,6;2P;2P;608,2;145,6;8,4;;;;;9,17;4,84;7,51;7,25;8;6,5;;6,72;5;-1;;;;6,67;0,25;0,65;0,64;0,49;0,71;0,76;0,44;;;;;0,92;0,48;0,67;0,73;0,8;0,65;0,56;0,33;0,5;0,56;1;
RA-636;12;Masculino;Pública;7,19;6,84;6,38;2P;2P;551,8;110,8;7,4;;;;;8;4,9;7,51;5,25;4;6,5;;5,55;10;0;;;;6,88;0,25;0,65;0,55;0,45;0,64;0,57;0,38;;;;;0,8;0,49;0,67;0,52;0,4;0,65;0,41;1;0,62;0,58;1;
RA-1140;12;Feminino;Pública;6,62;7,7;7,35;2P;2P;344,2;59,2;5,8;;;;;6,83;6,11;7,51;7;4,5;9,5;;7,39;10;0;;;;8,12;0,25;0,56;0,7;0,62;0,4;0,3;0,28;;;;;0,68;0,61;0,67;0,7;0,45;0,95;0,65;1;0,62;0,75;0;
RA-1503;13;Feminino;Pública;6,47;6,9;6,99;2P;2P;663;107,6;11;;;;;7,5;10;7,51;2,75;3;2,5;;7,72;5;-1;;;;8,96;0,3;0,54;0,56;0,56;0,77;0,56;0,59;;;;;0,75;1;0,67;0,28;0,3;0,25;0,7;0,33;0,5;0,86;0;
RA-814;11;Masculino;Pública;7,59;8,37;7,97;2P;2P;119,2;20,2;1,8;;;;;7,42;9,09;7,51;7,5;8;7;;7,05;10;0;;;;7,5;0,2;0,71;0,82;0,73;0,14;0,1;0,05;;;;;0,74;0,91;0,67;0,75;0,8;0,7;0,61;1;0,62;0,67;1;
RA-637;12;Feminino;Pública;7,04;8,11;7,69;2P;2P;347,8;59,2;4,6;;;;;7,5;6,23;7,51;7,75;6,5;9;;7,78;10;0;;;;8,33;0,25;0,63;0,78;0,68;0,4;0,3;0,21;;;;;0,75;0,62;0,67;0,78;0,65;0,9;0,7;1;0,62;0,78;0;
RA-652;11;Feminino;Pública;8,15;7,87;7,36;2P;2P;357,4;44,8;7,2;;;;;8;6,93;7,51;5,5;4,5;6,5;;7,66;10;0;;;;7,92;0,2;0,8;0,73;0,62;0,41;0,23;0,36;;;;;0,8;0,69;0,67;0,55;0,45;0,65;0,69;1;0,62;0,72;0;
RA-816;11;Feminino;Privada - Programa de Apadrinhamento;8,51;8,56;8,93;2P;2P;84,6;22,2;2,6;;;;;7;9,77;7,51;9,25;8,5;10;;8,79;10;0;;;;9,17;0,2;0,85;0,86;0,9;0,1;0,11;0,09;;;;;0,7;0,98;0,67;0,92;0,85;1;0,84;1;0,62;0,89;0;
RA-1504;12;Feminino;Pública;7,09;7;6,06;2P;2P;605,6;107,8;9;;;;;7,5;4,61;5,63;6,75;5;8,5;;6,94;5;-1;;;;5,83;0,25;0,63;0,58;0,39;0,7;0,56;0,47;;;;;0,75;0,46;0,42;0,68;0,5;0,85;0,59;0,33;0,5;0,44;0;
RA-638;11;Feminino;Pública;7,06;7,75;6,75;2P;2P;551,8;110,8;7,4;;;;;8,5;5,73;7,51;5;4;6;;5,94;10;0;;;;8,12;0,2;0,63;0,71;0,51;0,64;0,57;0,38;;;;;0,85;0,57;0,67;0,5;0,4;0,6;0,46;1;0,62;0,75;0;
RA-1505;13;Masculino;Pública;6,46;7,16;6,72;2P;2P;649;117,4;9,4;;;;;9,5;7,53;7,51;3,75;3;4,5;;6,94;5;-1;;;;8,75;0,3;0,54;0,61;0,51;0,75;0,61;0,49;;;;;0,95;0,75;0,67;0,38;0,3;0,45;0,59;0,33;0,5;0,83;1;
RA-643;12;Masculino;Pública;6,76;7,39;6,4;2P;2P;666,8;107,2;10,2;;;;;9;6,87;7,51;4,5;3;6;;5,83;5;-1;;;;8,12;0,25;0,58;0,65;0,46;0,77;0,56;0,54;;;;;0,9;0,69;0,67;0,45;0,3;0,6;0,44;0,33;0,5;0,75;1;
RA-645;12;Feminino;Pública;6,09;7,61;7,5;2P;2P;284,2;57,8;4,6;;;;;7,42;8,39;7,51;5,25;3;7,5;;7,56;10;0;;;;7,71;0,25;0,48;0,69;0,65;0,33;0,3;0,21;;;;;0,74;0,84;0,67;0,52;0,3;0,75;0,67;1;0,62;0,69;0;
RA-1068;11;Masculino;Pública;7,15;8,47;9,02;2R;2R;21,4;3,2;1,2;;;;;9,5;9,07;7,51;9,5;9;10;;8,73;10;0;;;;8,54;0,2;0,64;0,84;0,91;0,02;0,01;0,01;;;;;0,95;0,91;0,67;0,95;0,9;1;0,83;1;0,62;0,81;1;
RA-798;12;Masculino;Pública;7,05;7,02;4,67;2R;2R;766,8;118,4;12,6;;;;;6,83;3,51;7,51;4,75;4;5,5;;2,94;5;-1;;;;5;0,25;0,63;0,58;0,15;0,89;0,61;0,68;;;;;0,68;0,35;0,67;0,48;0,4;0,55;0,06;0,33;0,5;0,33;1;
RA-799;11;Feminino;Pública;7,68;8,06;7,7;2R;2R;252,8;37,4;5;;;;;7,92;9,09;7,51;5,25;5;5,5;;7,5;10;0;;;;7,92;0,2;0,73;0,77;0,68;0,29;0,19;0,24;;;;;0,79;0,91;0,67;0,52;0,5;0,55;0,67;1;0,62;0,72;0;
RA-1506;11;Feminino;Pública;7,45;7,66;7,15;2R;2R;374,4;70;7,8;;;;;8;8,39;7,51;3,5;0;7;;7,89;10;0;;;;6,46;0,2;0,69;0,7;0,59;0,43;0,36;0,4;;;;;0,8;0,84;0,67;0,35;0;0,7;0,72;1;0,62;0,53;0;
RA-802;11;Masculino;Pública;7,83;8,13;7,83;2R;2R;184,4;50;4,4;;;;;7,5;7,01;7,51;8,75;9;8,5;;6,72;10;0;;;;8,33;0,2;0,75;0,78;0,7;0,21;0,26;0,2;;;;;0,75;0,7;0,67;0,88;0,9;0,85;0,56;1;0,62;0,78;1;
RA-1507;12;Masculino;Pública;6,37;6,5;5,05;2R;2R;724;82,2;11;;;;;6,92;4,45;7,51;5;5;5;;3,78;5;-1;;;;4,58;0,25;0,52;0,49;0,22;0,84;0,43;0,59;;;;;0,69;0,45;0,67;0,5;0,5;0,5;0,17;0,33;0,5;0,28;1;
RA-1071;12;Masculino;Pública;5,96;6,41;4,8;2R;2R;787;132,6;13,2;;;;;8;4,19;7,51;4,5;4;5;;3;5;-1;;;;4,17;0,25;0,46;0,47;0,18;0,91;0,69;0,72;;;;;0,8;0,42;0,67;0,45;0,4;0,5;0,07;0,33;0,5;0,22;1;
RA-1508;10;Feminino;Pública;8,03;8,21;8,18;2R;2R;86,4;22,8;3,2;;;;;7,5;7,23;7,51;9,25;10;8,5;;8,17;10;0;;;;7,5;0,15;0,78;0,79;0,76;0,1;0,11;0,13;;;;;0,75;0,72;0,67;0,92;1;0,85;0,75;1;0,62;0,67;0;
RA-1509;11;Masculino;Pública;7,57;7,63;7,56;2R;2R;263,6;58;3,6;;;;;8,5;6,52;7,51;7,5;7;8;;7,45;10;0;;;;6,67;0,2;0,71;0,69;0,66;0,3;0,3;0,15;;;;;0,85;0,65;0,67;0,75;0,7;0,8;0,66;1;0,62;0,56;1;
RA-1510;11;Feminino;Pública;8,35;9,11;9,46;2R;2R;30,8;5,4;1,2;;;;;10;9,77;7,51;10;10;10;;9;10;0;;;;9,58;0,2;0,83;0,95;0,99;0,03;0,02;0,01;;;;;1;0,98;0,67;1;1;1;0,87;1;0,62;0,94;0;
RA-785;11;Feminino;Pública;7,64;8,14;9,15;2U;2U;27,6;4,8;1,6;;;;;9,5;10;7,51;9;8;10;;8,89;10;0;;;;8,75;0,2;0,72;0,78;0,93;0,03;0,02;0,04;;;;;0,95;1;0,67;0,9;0,8;1;0,85;1;0,62;0,83;0;
RA-1511;11;Feminino;Pública;7,95;8,82;8,92;2U;2U;51,8;8,8;2;;;;;10;9,33;7,51;8,75;8;9,5;;8,56;10;0;;;;8,44;0,2;0,77;0,9;0,89;0,06;0,04;0,06;;;;;1;0,93;0,67;0,88;0,8;0,95;0,81;1;0,62;0,79;0;
RA-752;12;Feminino;Pública;8,2;8,07;6,57;2U;2U;532,6;99,6;6,6;;;;;9,5;7,53;7,51;5,75;7;4,5;;5,61;5;-1;;;;5,94;0,25;0,81;0,77;0,48;0,62;0,52;0,33;;;;;0,95;0,75;0,67;0,58;0,7;0,45;0,41;0,33;0,5;0,46;0;
RA-790;13;Masculino;Pública;7,5;6,71;6,81;2U;2U;514,2;98,6;8,2;;;;;7,5;6,81;7,51;6,75;4;9,5;;6,88;5;-1;;;;7,19;0,3;0,7;0,53;0,53;0,6;0,51;0,42;;;;;0,75;0,68;0,67;0,68;0,4;0,95;0,58;0,33;0,5;0,63;1;
RA-590;12;Feminino;Privada;7,43;7,65;6,71;2U;2U;639,6;45,8;7,6;;;;;8;8,46;6,26;4;8;0;;7,72;5;-1;;;;7,5;0,25;0,69;0,69;0,51;0,74;0,23;0,39;;;;;0,8;0,85;0,5;0,4;0,8;0;0,7;0,33;0,5;0,67;0;
RA-1512;10;Feminino;Pública;7,86;8,11;8,1;2U;2U;307,8;47,2;4,4;;;;;9,5;10;7,51;5,5;7;4;;7,61;10;0;;;;7,81;0,15;0,75;0,78;0,75;0,36;0,24;0,2;;;;;0,95;1;0,67;0,55;0,7;0,4;0,68;1;0,62;0,71;0;
RA-472;14;Feminino;Pública;5,93;6,69;6,64;2U;2U;544,8;88,2;9,4;;;;;7,5;7,48;7,51;6,25;4;8,5;;6,33;5;-1;;;;6,25;0,35;0,45;0,52;0,5;0,63;0,46;0,49;;;;;0,75;0,75;0,67;0,62;0,4;0,85;0,51;0,33;0,5;0,5;0;
RA-628;13;Masculino;Pública;7,58;8,37;8,24;2U;2U;147,4;22,8;2,8;;;;;9;10;7,51;9;8;10;;7,83;5;-1;;;;7,19;0,3;0,71;0,82;0,77;0,17;0,11;0,11;;;;;0,9;1;0,67;0,9;0,8;1;0,71;0,33;0,5;0,63;1;
RA-1513;12;Feminino;Pública;6,68;7,35;6,55;2U;2U;655,2;104;10,8;;;;;8,5;7,53;7,51;3,75;4;3,5;;7,22;5;-1;;;;7,5;0,25;0,57;0,64;0,48;0,76;0,54;0,58;;;;;0,85;0,75;0,67;0,38;0,4;0,35;0,63;0,33;0,5;0,67;0;
RA-1514;12;Feminino;Pública;7,66;7,98;7,52;2U;2U;333,2;55,2;5,6;;;;;9;7,98;7,51;5,5;5;6;;7,27;10;0;;;;7,19;0,25;0,72;0,75;0,65;0,39;0,28;0,27;;;;;0,9;0,8;0,67;0,55;0,5;0,6;0,64;1;0,62;0,63;0;
RA-629;11;Feminino;Pública;8,11;8,01;8,06;2U;2U;160;37,2;2,6;;;;;10;9,52;7,51;6;6;6;;7,28;10;0;;;;7,5;0,2;0,79;0,76;0,74;0,18;0,19;0,09;;;;;1;0,95;0,67;0,6;0,6;0,6;0,64;1;0,62;0,67;0;
RA-832;11;Masculino;Pública;8,18;8,27;8,24;2U;2U;105,4;22,2;2,2;;;;;9;8,7;7,51;8;7;9;;7,5;10;0;;;;7,5;0,2;0,8;0,8;0,78;0,12;0,11;0,07;;;;;0,9;0,87;0,67;0,8;0,7;0,9;0,67;1;0,62;0,67;1;
RA-1515;12;Feminino;Pública;6,06;6,81;5,83;2U;2U;721,4;90,2;9,4;;;;;6,42;6,67;6,26;3,5;6;1;;6,72;5;-1;;;;6,88;0,25;0,47;0,54;0,36;0,84;0,47;0,49;;;;;0,64;0,67;0,5;0,35;0,6;0,1;0,56;0,33;0,5;0,58;0;
RA-833;11;Masculino;Pública;7,79;7,81;8,52;2U;2U;110,2;27,8;2,8;;;;;9;9,33;7,51;8;9;7;;7,95;10;0;;;;8,12;0,2;0,74;0,72;0,82;0,13;0,14;0,11;;;;;0,9;0,93;0,67;0,8;0,9;0,7;0,73;1;0,62;0,75;1;
RA-819;10;Masculino;Pública;7,74;7,94;8,65;2U;2U;110,4;27,2;2;;;;;10;7,78;7,51;9;8;10;;8,5;10;1;;;;8,44;0,15;0,73;0,75;0,85;0,13;0,14;0,06;;;;;1;0,78;0,67;0,9;0,8;1;0,8;1;0,75;0,79;1;
RA-1073;13;Feminino;Pública;6,62;6,38;7,09;3A;3A;375,6;83,6;6;;;;;9,17;6,37;7,5;6,5;6,5;5;;5,79;10;0;;;;6,88;0,3;0,56;0,47;0,57;0,44;0,43;0,29;;;;;0,92;0,64;0,67;0,65;0,65;0,5;0,44;1;0,62;0,58;0;
RA-494;13;Feminino;Privada;6,41;7,12;7,92;3A;3A;264;33;5,6;;;;;7,5;7,33;8,76;6,33;6;5,5;;8,91;10;0;;;;7,81;0,3;0,53;0,6;0,72;0,31;0,17;0,27;;;;;0,75;0,73;0,83;0,63;0,6;0,55;0,85;1;0,62;0,71;0;
RA-484;13;Masculino;Pública;6,71;5,52;3,84;3A;3A;803,2;125,2;9,6;;;;;8,33;3,91;2,51;0;0;0;;3,12;10;0;;;;3,44;0,3;0,57;0,31;0,01;0,93;0,65;0,51;;;;;0,83;0,39;0;0;0;0;0,08;1;0,62;0,13;1;
RA-496;13;Masculino;Privada;6,68;6,6;6,73;3A;3A;521,6;97,2;7,4;;;;;10;5,32;6,26;5,67;5;4,5;;6,16;10;0;;;;6,72;0,3;0,57;0,51;0,51;0,6;0,5;0,38;;;;;1;0,53;0,5;0,57;0,5;0,45;0,49;1;0,62;0,56;1;
RA-1516;13;Feminino;Privada;6,97;7,76;7,22;3A;3A;459,6;74,8;9,6;;;;;9,59;5,4;9,38;4,67;0;5;;7,55;10;3;;;;7,97;0,3;0,61;0,71;0,6;0,53;0,39;0,51;;;;;0,96;0,54;0,92;0,47;0;0,5;0,67;1;1;0,73;0;
RA-1143;16;Feminino;Pública;5,97;6,45;5,88;3A;3A;758,8;118;9,4;;;;;9,59;5,2;9,38;3,17;3;6,5;;6,79;2,5;-3;;;;7,03;0,45;0,46;0,48;0,36;0,88;0,61;0,49;;;;;0,96;0,52;0,92;0,32;0,3;0,65;0,57;0;0,25;0,6;0;
RA-1517;15;Masculino;Pública;6,55;6,5;6,24;3A;3A;683,4;83;10,2;;;;;9,17;4,31;9,38;4,67;5;4,5;;6,71;5;-1;;;;7,5;0,4;0,55;0,49;0,43;0,79;0,43;0,54;;;;;0,92;0,43;0,92;0,47;0,5;0,45;0,56;0,33;0,5;0,67;1;
RA-1518;15;Feminino;Pública;5,48;6,49;5,72;3A;3A;750,4;104,2;10,4;;;;;7,08;5,71;9,38;1,75;0;3,5;;6,58;5;-1;;;;7,66;0,4;0,38;0,49;0,34;0,87;0,54;0,55;;;;;0,71;0,57;0,92;0,18;0;0,35;0,54;0,33;0,5;0,69;0;
RA-227;13;Masculino;Pública;6,47;7,72;8,07;3A;3A;276;43,8;4,4;;;;;9,59;8,1;9,38;6,5;4;6;;7,54;10;0;;;;7,5;0,3;0,54;0,71;0,75;0,32;0,22;0,2;;;;;0,96;0,81;0,92;0,65;0,4;0,6;0,67;1;0,62;0,67;1;
RA-487;12;Feminino;Privada - Programa de Apadrinhamento;8,42;8,99;9,42;3A;3A;14;2,4;1;;;;;9,17;9,44;9,38;9,67;10;9;;9,17;10;0;;;;9,06;0,25;0,84;0,93;0,98;0,02;0,01;0;;;;;0,92;0,94;0,92;0,97;1;0,9;0,89;1;0,62;0,87;0;
RA-1076;13;Feminino;Pública;7,29;7,9;7,48;3A;3A;278,6;31,8;4,4;;;;;8,33;7,78;8,12;6,33;5,5;6,5;;6,54;10;0;;;;7,03;0,3;0,66;0,74;0,64;0,32;0,16;0,2;;;;;0,83;0,78;0,75;0,63;0,55;0,65;0,54;1;0,62;0,6;0;
RA-1084;12;Feminino;Pública;6,62;7,99;6,91;3A;3A;494,4;88;8;;;;;8,75;7,71;5,63;3,67;1;6;;7,46;10;0;;;;7,03;0,25;0,56;0,75;0,54;0,57;0,46;0,41;;;;;0,88;0,77;0,42;0,37;0,1;0,6;0,66;1;0,62;0,6;0;
RA-1519;15;Masculino;;7,23;7,72;7,21;3A;3A;431,6;57,4;9,2;;;;;9,59;5,56;8,76;4,83;0;6,5;;7,5;10;3;;;;7,97;0,4;0,66;0,71;0,6;0,5;0,3;0,48;;;;;0,96;0,56;0,83;0,48;0;0,65;0,67;1;1;0,73;1;
RA-490;12;Feminino;Privada;7,58;7,43;7,37;3A;3A;390;79,4;6,6;;;;;9,17;5,51;8,76;6,17;5,5;6;;7,3;10;1;;;;7,81;0,25;0,71;0,65;0,62;0,45;0,41;0,33;;;;;0,92;0,55;0,83;0,62;0,55;0,6;0,64;1;0,75;0,71;0;
RA-346;12;Masculino;Pública;8,14;7,31;7,76;3A;3A;231,8;56,6;3,2;;;;;10;9,15;2,51;6,17;6;4,5;;8,25;10;0;;;;7,97;0,25;0,8;0,63;0,69;0,27;0,29;0,13;;;;;1;0,92;0;0,62;0,6;0,45;0,77;1;0,62;0,73;1;
RA-546;13;Feminino;Pública;6,77;6,03;5,7;3B;3B;607,8;83,4;8;;;;;5,83;3,78;8,14;4,67;0;4;;5,5;10;0;;;;5,16;0,3;0,58;0,41;0,33;0,7;0,43;0,41;;;;;0,58;0,38;0,75;0,47;0;0,4;0,4;1;0,62;0,35;0;
RA-1087;13;Feminino;Pública;6,62;7,21;6,91;3B;3B;438,8;94,4;8,4;;;;;7,92;8,39;8,76;2,67;2;5;;6,58;10;0;;;;7,19;0,3;0,56;0,62;0,54;0,51;0,49;0,44;;;;;0,79;0,84;0,83;0,27;0,2;0,5;0,54;1;0,62;0,63;0;
RA-493;11;Feminino;Pública;8,31;7,93;7,46;3B;3B;433,2;95;8,2;;;;;10;8,93;10;3,17;3;4;;6,7;10;1;;;;7,03;0,2;0,82;0,74;0,64;0,5;0,49;0,42;;;;;1;0,89;1;0,32;0,3;0,4;0,56;1;0,75;0,6;0;
RA-1520;14;Feminino;Pública;6,59;6,74;7;3B;3B;626,2;124,2;10;;;;;8,33;9,06;8,75;3,75;4;3,5;;7,33;5;-1;;;;7,66;0,35;0,56;0,53;0,56;0,73;0,65;0,53;;;;;0,83;0,91;0,83;0,38;0,4;0,35;0,64;0,33;0,5;0,69;0;
RA-1072;12;Masculino;Pública;6,62;8,02;7,82;3B;3B;258,4;49,8;4,4;;;;;8,75;5,63;8,76;8,17;8;7;;7,54;10;0;;;;7,97;0,25;0,56;0,76;0,7;0,3;0,26;0,2;;;;;0,88;0,56;0,83;0,82;0,8;0,7;0,67;1;0,62;0,73;1;
RA-1521;14;Feminino;Pública;6,82;6,36;5,07;3B;3B;755,4;128;12,4;;;;;7,5;6,16;2,51;3,17;2;5,5;;5,45;5;-1;;;;6,09;0,35;0,59;0,46;0,22;0,88;0,66;0,67;;;;;0,75;0,62;0;0,32;0,2;0,55;0,39;0,33;0,5;0,48;0;
RA-536;11;Feminino;Pública;7,11;7,76;7,77;3B;3B;319,8;56,2;6,4;;;;;8,33;9,11;8,14;5,5;6,5;4,5;;7,42;10;1;;;;7,19;0,2;0,64;0,71;0,69;0,37;0,29;0,32;;;;;0,83;0,91;0,75;0,55;0,65;0,45;0,66;1;0,75;0,63;0;
RA-1079;13;Masculino;Pública;6,62;6,92;5,43;3B;3B;560,2;80;8,8;;;;;7,5;4,52;2,51;6,33;5;7,5;;4,16;10;0;;;;4,22;0,3;0,56;0,56;0,28;0,65;0,41;0,46;;;;;0,75;0,45;0;0,63;0,5;0,75;0,22;1;0,62;0,23;1;
RA-331;14;Feminino;Pública;6,64;7,04;6,23;3B;3B;699,4;117,4;11,2;;;;;8,75;7,74;8,76;3,5;4;3,5;;5,62;5;-1;;;;6,09;0,35;0,56;0,59;0,43;0,81;0,61;0,6;;;;;0,88;0,77;0,83;0,35;0,4;0,35;0,42;0,33;0,5;0,48;0;
RA-1522;13;Masculino;Pública;7,28;8,09;8,33;3B;3B;149,2;32,2;3,4;;;;;8,75;10;9,38;7;10;4;;7,13;10;0;;;;6,88;0,3;0,66;0,77;0,79;0,17;0,16;0,14;;;;;0,88;1;0,92;0,7;1;0,4;0,62;1;0,62;0,58;1;
RA-1096;11;Feminino;Pública;7,89;8,62;9,19;3B;3B;36,8;6,4;1,6;;;;;9,17;9,87;8,76;8,5;8,5;7;;9,09;10;1;;;;9,06;0,2;0,76;0,87;0,94;0,04;0,03;0,04;;;;;0,92;0,99;0,83;0,85;0,85;0,7;0,88;1;0,75;0,87;0;
RA-513;11;Masculino;Privada;8,23;8,3;8,73;3B;3B;89,4;16,6;3;;;;;10;8,83;8,14;7,67;9;5,5;;8,54;10;1;;;;9,06;0,2;0,81;0,81;0,86;0,1;0,08;0,12;;;;;1;0,88;0,75;0,77;0,9;0,55;0,8;1;0,75;0,87;1;
RA-531;12;Masculino;Pública;8,06;8,33;7,91;3B;3B;231,8;56,6;3,2;;;;;9,17;9,8;4,38;6,67;6,5;4,5;;7,34;10;0;;;;7,97;0,25;0,78;0,81;0,72;0,27;0,29;0,13;;;;;0,92;0,98;0,25;0,67;0,65;0,45;0,64;1;0,62;0,73;1;
RA-1523;11;Masculino;Pública;8,03;8,45;8,67;3B;3B;81,2;14,6;2,2;;;;;6,67;9,28;8,76;8,17;8;6,5;;8,76;10;1;;;;8,91;0,2;0,78;0,84;0,85;0,09;0,07;0,07;;;;;0,67;0,93;0,83;0,82;0,8;0,65;0,83;1;0,75;0,85;1;
RA-1524;14;Feminino;Pública;5,89;6,13;5,55;3B;3B;762,8;117,4;8,8;;;;;7,92;2,78;7,51;4;4;5;;6,92;5;-1;;;;7,66;0,35;0,45;0,42;0,31;0,88;0,61;0,46;;;;;0,79;0,28;0,67;0,4;0,4;0,5;0,59;0,33;0,5;0,69;0;
RA-1147;15;Feminino;Pública;6,16;7,07;5,83;3B;3B;748,8;90,2;10,2;;;;;8,75;6,13;8,76;3,17;2;5;;5,5;5;-1;;;;6,25;0,4;0,49;0,59;0,36;0,87;0,47;0,54;;;;;0,88;0,61;0,83;0,32;0,2;0,5;0,4;0,33;0,5;0,5;0;
RA-479;12;Masculino;Privada - Programa de Apadrinhamento;8,46;8,99;8,9;3C;3C;79,4;19,4;2,2;;;;;9,17;9,87;2,51;9,67;10;9;;9,45;10;1;;;;9,38;0,25;0,85;0,93;0,89;0,09;0,1;0,07;;;;;0,92;0,99;0;0,97;1;0,9;0,93;1;0,75;0,92;1;
RA-517;14;Feminino;Pública;7,6;6,31;5,88;3C;3C;665,8;77,2;8,8;;;;;7,5;5,27;2,51;5;4,5;4;;6,11;10;0;;;;6,04;0,35;0,71;0,46;0,36;0,77;0,4;0,46;;;;;0,75;0,53;0;0,5;0,45;0,4;0,48;1;0,62;0,47;0;
RA-325;12;Masculino;Pública;7,62;6,24;8,39;3C;3C;133;27,2;3,8;;;;;9,17;9,87;7,51;7;7;5,5;;7,55;10;0;;;;8,33;0,25;0,72;0,44;0,8;0,15;0,14;0,16;;;;;0,92;0,99;0,67;0,7;0,7;0,55;0,67;1;0,62;0,78;1;
RA-1525;13;Masculino;Pública;7,93;7,8;7,78;3C;3C;340,4;78,6;4,6;;;;;7,92;8,29;5,63;7;6,5;5,5;;7,55;10;0;;;;8,54;0,3;0,76;0,72;0,69;0,39;0,41;0,21;;;;;0,79;0,83;0,42;0,7;0,65;0,55;0,67;1;0,62;0,81;1;
RA-518;12;Masculino;Pública;7,66;7,58;6,35;3C;3C;529,2;76,6;5,6;;;;;8,33;6,83;2,51;4;7,5;3,5;;6,94;10;0;;;;7,08;0,25;0,72;0,68;0,45;0,61;0,4;0,27;;;;;0,83;0,68;0;0,4;0,75;0,35;0,59;1;0,62;0,61;1;
RA-1146;15;Feminino;Pública;5,42;6,69;5,39;3C;3C;792,2;177,2;11;;;;;10;5,02;6,88;2;2;0;;5,88;5;-2;;;;6,25;0,4;0,37;0,52;0,28;0,92;0,92;0,59;;;;;1;0,5;0,58;0,2;0,2;0;0,45;0,33;0,38;0,5;0;
RA-530;12;Masculino;Pública;8,34;7,65;7,21;3C;3C;400;70,2;5,8;;;;;8,75;6,47;9,38;4,5;4;6;;7,5;10;0;;;;7,08;0,25;0,83;0,69;0,6;0,46;0,36;0,28;;;;;0,88;0,65;0,92;0,45;0,4;0,6;0,67;1;0,62;0,61;1;
RA-524;13;Masculino;Pública;6,95;7,33;7,03;3C;3C;356;63,4;7,4;;;;;7,08;5,11;2,51;8,67;8,5;7,5;;7,39;10;0;;;;8,33;0,3;0,61;0,64;0,56;0,41;0,33;0,38;;;;;0,71;0,51;0;0,87;0,85;0,75;0,65;1;0,62;0,78;1;
RA-578;12;Masculino;Privada - Programa de Apadrinhamento;8,81;9,01;9,07;3C;3C;79,4;19,4;2,2;;;;;10;10;2,51;9,83;10;9,5;;9,45;10;1;;;;9,58;0,25;0,9;0,94;0,92;0,09;0,1;0,07;;;;;1;1;0;0,98;1;0,95;0,93;1;0,75;0,94;1;
RA-526;14;Masculino;Pública;8,08;8,1;7,84;3C;3C;261,2;65,4;3,8;;;;;9,59;9,38;8,13;7,33;8,5;3,5;;7,5;5;-1;;;;7,29;0,35;0,79;0,77;0,71;0,3;0,34;0,16;;;;;0,96;0,94;0,75;0,73;0,85;0,35;0,67;0,33;0,5;0,64;1;
RA-528;13;Masculino;Pública;5,33;7,69;7,28;3C;3C;386,2;111;5,2;;;;;9,17;5,79;7,51;6,67;8,5;4,5;;6,94;10;0;;;;7,29;0,3;0,36;0,7;0,61;0,45;0,58;0,25;;;;;0,92;0,58;0,67;0,67;0,85;0,45;0,59;1;0,62;0,64;1;
RA-516;11;Masculino;Privada - Programa de Apadrinhamento;8,9;8,68;8,38;3C;3C;85,6;20;2,2;;;;;10;10;2,51;8,83;8;8,5;;7,56;10;1;;;;8,54;0,2;0,92;0,88;0,8;0,1;0,1;0,07;;;;;1;1;0;0,88;0,8;0,85;0,67;1;0,75;0,81;1;
RA-534;14;Masculino;Pública;7,13;5,84;7,09;3C;3C;465,8;79,6;8,2;;;;;9,59;6,04;7,51;5;4;4;;7,1;10;0;;;;7,5;0,35;0,64;0,37;0,57;0,54;0,41;0,42;;;;;0,96;0,6;0,67;0,5;0,4;0,4;0,61;1;0,62;0,67;1;
RA-1097;15;Masculino;Pública;6,67;6,95;5,48;3C;3C;742;160,2;11,8;;;;;10;4,85;6,25;3;4,5;4,5;;5,88;5;-1;;;;6,04;0,4;0,57;0,57;0,29;0,86;0,83;0,64;;;;;1;0,48;0,5;0,3;0,45;0,45;0,45;0,33;0,5;0,47;1;
